메뉴 이름,방법 분류,국가 분류,테마 분류,난이도 분류,주재료 이름,조리시간
이탈리안오믈렛,['양식'],서양,메인요리,매우 쉬움,"['계란 2개', '스위트콘 1/3캔']",30
포크스테이크,['양식'],서양,메인요리,매우 쉬움,['돼지고기(안심) 600g'],60
포테이토스킨,['양식'],서양,메인요리,매우 쉬움,"['감자 2개', '베이컨 3쪽', '치즈(체다 슬라이스 치즈) 2장']",30
마늘빠스,"['도시락', '간식']",서양,메인요리,매우 쉬움,['마늘 20톨'],30
뮈슬리,"['도시락', '간식']",서양,메인요리,매우 쉬움,"['플레인요구르트 4컵', '씨리얼 6컵', '우유 2컵']",30
양배추베이컨말이,"['도시락', '간식']",서양,메인요리,매우 쉬움,['양배추잎(잎) 10장'],30
옥수수프리터,"['도시락', '간식']",서양,메인요리,쉬움,"['햄 30g', '옥수수 1/2컵', '밀가루 1/2컵']",60
치즈플레이트,"['도시락', '간식']",서양,메인요리,매우 쉬움,"['까망베르치즈 1개', '훈제치즈 1/2개', '허브갈릭치즈 1개', '에멘탈치즈 1/2개', '크림치즈 약간']",30
포테이토칩,"['도시락', '간식']",서양,메인요리,매우 쉬움,['감자 2개'],30
계피향의 바나나구이,['후식'],서양,간식,매우 쉬움,['바나나 1개'],20
레이즌셔벗,['후식'],서양,간식,매우 쉬움,"['레이즌 100g', '바나나 1개', '우유 500ml', '플레인요거트 500ml']",30
모듬과일,['후식'],서양,간식,매우 쉬움,"['사과 1개', '키위 1개', '오렌지 1개']",20
수박젤리,['후식'],서양,간식,매우 쉬움,"['수박즙 500g', '화이트와인 30g']",60
시드니신풀선데,['후식'],서양,간식,매우 쉬움,['바닐라아이스크림 4스쿠프'],20
싱가폴슬링,['후식'],서양,간식,매우 쉬움,"['진 60ml', '레몬 1개', '체리브랜디 30ml']",10
오렌지젤리,['후식'],서양,간식,매우 쉬움,['오렌지 3개'],60
장미꽃아이스크림,['후식'],서양,간식,매우 쉬움,['아이스크림 1통'],20
케러멜,['후식'],서양,간식,쉬움,"['생크림 250g', '트리몰린 25g', '설탕 190g', '물엿 175g', '슈가파우더 약간']",60
화이트와인젤리,['후식'],서양,간식,매우 쉬움,['화이트와인 250g'],60
딸기잼,['양념장'],서양,반찬,매우 쉬움,['딸기 1kg'],60
마요네즈드레싱,['양념장'],서양,반찬,매우 쉬움,"['계란노른자 1개', '샐러드유 1컵']",20
발사믹드레싱,['양념장'],서양,반찬,매우 쉬움,"['발사믹식초 1컵', '올리브오일 1컵']",60
애플소스,['양념장'],서양,반찬,매우 쉬움,['사과 200g'],2
타르타르소스,['양념장'],서양,반찬,매우 쉬움,"['마요네즈 3큰술', '피클 15g']",10
토마토소스,['양념장'],서양,반찬,매우 쉬움,"['홀토마토 1/2캔', '토마토 1개']",30
토마토소스,['양념장'],서양,반찬,쉬움,"['홀토마토 1/2캔', '토마토 1개']",60
감자수플레,"['빵', '과자']",서양,간식,매우 쉬움,['감자 4개'],30
구겔호프,"['빵', '과자']",서양,간식,쉬움,['밀가루(중력분) 500g'],60
레이즌마블케이크,"['빵', '과자']",서양,간식,쉬움,"['버터(실온보관) 100g', '밀가루(박력분) 100g']",60
레이즌비스코티,"['빵', '과자']",서양,간식,쉬움,"['밀가루(박력분) 140g', '건포도 60g']",60
레이즌쇼콜라케이크,"['빵', '과자']",서양,간식,쉬움,"['밀가루(박력분) 20g', '생크림 60g', '초콜릿(다크초콜릿) 70g']",60
레이즌초코쿠키,"['빵', '과자']",서양,간식,매우 쉬움,"['밀가루(박력분) 230g', '다크초콜릿(커버춰) 140g']",30
레이즌초코휘낭시에,"['빵', '과자']",서양,간식,쉬움,"['버터 70g', '설탕 40g']",60
레이즌컵코블러,"['빵', '과자']",서양,간식,쉬움,"['사과 2개', '밀가루(중력분) 200g']",60
레이즌크리스탈쿠키,"['빵', '과자']",서양,간식,매우 쉬움,"['밀가루(박력분) 130g', '사탕(색깔별로 100g씩) 100g']",30
레이즌크림치즈푸루따,"['빵', '과자']",서양,간식,매우 쉬움,['[비스퀴] 밀가루(박력분) 40g'],30
링도넛,"['빵', '과자']",서양,간식,쉬움,"['밀가루(박력분) 300g', '설탕 120g', '계란 2개', '버터 65g', '베이킹파우더 1작은술', '분유 2작은술', '소금 1/2작은술', '바닐라향 1/2작은술']",60
마늘버터빵,"['빵', '과자']",서양,간식,매우 쉬움,['바게트빵 8쪽'],30
마늘빵,"['빵', '과자']",서양,간식,매우 쉬움,['바게트 1개'],20
모양쿠키,"['빵', '과자']",서양,간식,매우 쉬움,['박력분 2컵'],30
모양쿠키,"['빵', '과자']",서양,간식,쉬움,['박력분 700g'],60
바나나머핀,"['빵', '과자']",서양,간식,매우 쉬움,"['박력분 500g', '바나나 500g']",30
바나나스프레드토스트,"['빵', '과자']",서양,간식,매우 쉬움,"['바나나 2개', '식빵 3개']",30
브라우니,"['빵', '과자']",서양,간식,쉬움,"['다크초콜릿 100g', '버터 100g', '코코아가루 30g', '밀가루(박력분) 50g']",60
산초포카시아,"['빵', '과자']",서양,간식,쉬움,"['강력분 100g', '박력분 100g']",90
소보로빵,"['빵', '과자']",서양,간식,쉬움,['강력분 500g'],120
쇼콜라프로마쥬,"['빵', '과자']",서양,간식,쉬움,"['크림치즈 1000g', '사워크림 114g', '초코비스킷가루 360g', '초콜릿 약간']",60
시가렛쿠키,"['빵', '과자']",서양,간식,매우 쉬움,['중력분 100g'],30
쑥브리오슈,"['빵', '과자']",서양,간식,쉬움,"['밀가루(강력분) 500g', '설탕 75g', '쑥(가루) 10g']",60
애플파이,"['빵', '과자']",서양,간식,쉬움,"['밀가루(박력분) 250g', '버터 130g', '사과 2개']",90
우유식빵,"['빵', '과자']",서양,간식,쉬움,"['밀가루(강력분) 500g', '우유 360g', '버터 10g', '쇼트닝 10g']",120
잉글리쉬머핀,"['빵', '과자']",서양,간식,쉬움,"['밀가루(강력분) 150g', '드라이이스트 2g']",120
채소모닝빵,"['빵', '과자']",서양,간식,쉬움,"['강력분 340g', '양파(다진것) 50g', '당근(다진것) 30g', '햄 30g']",60
초코머핀,"['빵', '과자']",서양,간식,매우 쉬움,"['다크초콜릿(커버쳐) 120g', '밀가루(박력분) 120g']",30
초코스콘,"['빵', '과자']",서양,간식,쉬움,"['플레인요구르트 1개', '박력분 200g', '초콜릿(다진것) 60g']",60
초코칩쿠키,"['빵', '과자']",서양,간식,쉬움,"['중력분 300g', '초코칩 105g']",60
초콜릿퐁듀,"['빵', '과자']",서양,간식,매우 쉬움,"['다크초콜릿 500g', '생크림 100g', '기타 제철과일 적당량']",20
쵸코칩쿠키,"['빵', '과자']",서양,간식,매우 쉬움,"['박력분 200g', '쵸코칩 100g']",30
치즈카나페,"['빵', '과자']",서양,간식,매우 쉬움,"['무설탕크래커 10개', '슬라이스 치즈 4장']",20
콘컵케이크,"['빵', '과자']",서양,간식,쉬움,"['스위트콘 1캔', '계란 2개', '우유 60g']",60
크레이프쌈,"['빵', '과자']",서양,간식,매우 쉬움,"['계란 1개', '밀가루(박력분) 60g', '우유 70cc']",20
크리스마스빵,"['빵', '과자']",서양,간식,쉬움,"['밀가루(강력분) 200g', '물 90g', '설탕 30g', '버터 36g', '소금 3.6g', '분유 6g', '계란 30g', '이스트 10g', '개량제 2g']",60
파인애플머핀,"['빵', '과자']",서양,간식,쉬움,"['밀가루(박력분) 100g', '버터 60g', '요플레 70g', '파인애플(통조림) 40~50g']",60
피칸파이,"['빵', '과자']",서양,간식,매우 쉬움,['[반죽용] 밀가루(박력분) 200g'],60
핫케이크,"['빵', '과자']",서양,간식,매우 쉬움,"['박력분 100g', '계란 2개']",20
호박빵,"['빵', '과자']",서양,간식,쉬움,"['호박 700g', '밀가루(강력분) 430g', '밀가루(박력분) 80g']",60
호일초콜릿,"['빵', '과자']",서양,간식,매우 쉬움,"['밀크초콜릿(커버쳐) 80g', '화이트초콜릿(커버쳐) 80g', '다크초콜릿(커버쳐) 80g']",20
까페라떼,['음료'],서양,간식,매우 쉬움,"['에스프레소 2샷', '우유 2컵']",10
딸기스무디,['음료'],서양,간식,매우 쉬움,"['딸기(냉동딸기) 200g', '요구르트 200g']",10
딸기스무디,['음료'],서양,간식,매우 쉬움,"['딸기 100g', '레몬 1/2개']",10
레몬에이드,['음료'],서양,간식,매우 쉬움,['레몬 4개'],10
롱아일랜드아이스티,['음료'],서양,간식,매우 쉬움,"['럼주 30ml', '보드카 30ml', '드라이진 30ml', '트리플색 15ml', '데킬라 30ml']",10
모스코바뮬,['음료'],서양,간식,매우 쉬움,"['보드카 60ml', '진저비어 약간']",10
발효초요구르트,['음료'],서양,간식,매우 쉬움,"['플레인요구르트 4개', '발효초 10큰술']",10
아메리카노,['음료'],서양,간식,매우 쉬움,"['보드카 60ml', '캄파리 60ml', '스위트버무스 60ml', '진저비어 약간', '소다수 약간']",10
아이스커피,['음료'],서양,간식,매우 쉬움,"['원두커피(가루) 30g', '물(뜨거운것) 90g']",20
아이스후르츠소다,['음료'],서양,간식,매우 쉬움,"['수박 1/4개', '키위 4개', '오렌지 2개', '레몬 2개']",10
카페라떼,['음료'],서양,간식,매우 쉬움,"['커피추출액 1/2컵', '우유 1/2컵']",20
키위주스,['음료'],서양,간식,매우 쉬움,"['키위 2개', '우유 1개']",10
토마토주스,['음료'],서양,간식,매우 쉬움,['토마토 2개'],10
플랜터즈,['음료'],서양,간식,매우 쉬움,"['자마이카럼 100ml', '라임쥬스 30ml', '오렌지주스 30ml', '파인애플주스 30ml', '그레나딘 약간']",10
해물스파게티,"['만두', '면류']",서양,메인요리,매우 쉬움,"['스파게티 200g', '홍합 100g', '오징어 1/2마리', '새우 3마리', '홀토마토 1/2컵']",30
고구마그라탱,"['그라탕', '리조또']",서양,메인요리,매우 쉬움,['고구마 2개'],30
레이즌파르미자나,"['그라탕', '리조또']",서양,메인요리,매우 쉬움,"['가지 1개', '감자 1개']",30
버섯리조또,"['그라탕', '리조또']",서양,메인요리,매우 쉬움,"['쌀(불린쌀) 75g', '물 1/2컵', '우유 1컵']",60
계란토스트,"['샌드위치', '햄버거']",서양,메인요리,매우 쉬움,"['식빵 6장', '계란 4개']",30
미니식빵튀김,"['샌드위치', '햄버거']",서양,메인요리,매우 쉬움,['식빵 4쪽'],30
베이글치킨샌드위치,"['샌드위치', '햄버거']",서양,메인요리,매우 쉬움,"['닭안심 200g', '베이글 2개']",30
새우튀김햄버거,"['샌드위치', '햄버거']",서양,메인요리,매우 쉬움,"['햄버거빵 2개', '새우(대하) 4마리']",30
스크램블드딸기샌드위치,"['샌드위치', '햄버거']",서양,메인요리,매우 쉬움,"['식빵 6장', '계란 4개', '딸기 400g']",30
연어오픈샌드위치,"['샌드위치', '햄버거']",서양,메인요리,매우 쉬움,"['바게트 6쪽', '훈제연어 6쪽']",30
참치버거,"['샌드위치', '햄버거']",서양,메인요리,매우 쉬움,"['참치(통조림) 1캔', '감자 100g']",30
클럽샌드위치,"['샌드위치', '햄버거']",서양,메인요리,매우 쉬움,['식빵 3장'],30
터널바게트,"['샌드위치', '햄버거']",서양,메인요리,매우 쉬움,['바게트 1개'],20
핫도그샌드위치,"['샌드위치', '햄버거']",서양,메인요리,매우 쉬움,['핫도그빵 4개'],20
핫샌드위치,"['샌드위치', '햄버거']",서양,메인요리,매우 쉬움,['보리빵 1개'],30
햄치즈롤샌드위치,"['샌드위치', '햄버거']",서양,메인요리,매우 쉬움,"['식빵 8쪽', '햄 8쪽']",30
레이즌버섯소테스테이크,['볶음'],서양,메인요리,매우 쉬움,"['쇠고기(등심) 100g', '생표고버섯 1개', '양송이버섯 3개', '느타리버섯 40g', '팽이버섯 1/4개']",30
모듬채소볶음,['볶음'],서양,메인요리,매우 쉬움,"['완두콩 3큰술', '옥수수 3큰술', '당근 1/4개', '감자 1/4개', '껍질콩 5개']",20
베이비콘채소볶음,['볶음'],서양,메인요리,매우 쉬움,['베이비콘 1캔'],20
소시지채소케첩볶음,['볶음'],서양,메인요리,매우 쉬움,"['소시지 50g', '양파 15g', '양송이버섯 2개', '피망 15g']",20
계란덮밥,"['밥', '죽', '스프']",일본,메인요리,매우 쉬움,"['밥 2공기', '계란 3개']",30
고등어사각스시,"['밥', '죽', '스프']",일본,메인요리,매우 쉬움,"['고등어 250g', '초밥 150g', '소금 약간']",60
닭고기덮밥,"['밥', '죽', '스프']",일본,메인요리,매우 쉬움,"['닭 50g', '계란 1개', '밥 1공기', '풋고추 1/4개', '대파 1/2뿌리']",20
돈가스덮밥,"['밥', '죽', '스프']",일본,메인요리,매우 쉬움,['돼지고기(안심) 200g'],30
모양초밥,"['밥', '죽', '스프']",일본,메인요리,매우 쉬움,['밥 1그릇'],30
삼색덮밥,"['밥', '죽', '스프']",일본,메인요리,매우 쉬움,"['돼지고기 70g', '계란 2개', '부추 20g', '밥 1공기', '고춧가루 약간']",30
쇠고기버섯덮밥,"['밥', '죽', '스프']",일본,메인요리,매우 쉬움,['쇠고기(등심) 30g'],30
연어알초밥,"['밥', '죽', '스프']",일본,메인요리,매우 쉬움,"['연어알 60g', '밥 2공기']",30
연어오차즈케,"['밥', '죽', '스프']",일본,메인요리,매우 쉬움,"['밥 2공기', '연어 100g']",30
유부쌈밥,"['밥', '죽', '스프']",일본,메인요리,쉬움,"['유부 8장', '밥 1공기', '깻잎 4장', '깨 2큰술', '날치알 50g', '미나리 몇줄기', '치커리 약간']",60
유부초밥,"['밥', '죽', '스프']",일본,메인요리,매우 쉬움,"['유부 6개', '밥 1공기']",30
유부초밥,"['밥', '죽', '스프']",일본,메인요리,매우 쉬움,"['밥 1공기', '유부 1봉지', '쪽파 1/2뿌리', '검은깨 약간']",30
장어덮밥,"['밥', '죽', '스프']",일본,메인요리,매우 쉬움,"['장어(민물장어) 1/2마리', '밥 1공기']",30
장어초밥,"['밥', '죽', '스프']",일본,메인요리,매우 쉬움,"['장어(민물장어) 1/2마리', '밥 1/2공기']",30
채소알밥,"['밥', '죽', '스프']",일본,메인요리,매우 쉬움,"['쌀 2컵', '날치알 100g']",30
채소초밥,"['밥', '죽', '스프']",일본,메인요리,매우 쉬움,"['밥 1공기', '팽이버섯 20g', '브로콜리 20g', '김 1장']",30
캘리포니아롤,"['밥', '죽', '스프']",일본,메인요리,매우 쉬움,"['밥 2공기', '크래미 5개', '오이 1/2개', '김 2장']",30
튀김덮밥,"['밥', '죽', '스프']",일본,메인요리,매우 쉬움,"['새우 2마리', '고구마 2쪽', '오징어 2쪽', '쑥갓 약간', '가지 2쪽', '생선살 2쪽', '밥 2그릇', '얼음물 1컵', '덴까스 약간']",30
필라델피아롤,"['밥', '죽', '스프']",일본,메인요리,매우 쉬움,"['크림치즈 30g', '김 1장', '초밥 1공기', '아보카도 1/4개', '날치알 약간']",30
하트오믈렛,"['밥', '죽', '스프']",일본,메인요리,매우 쉬움,"['밥 1.5그릇', '계란 2개']",30
미소된장국,['국'],일본,메인요리,매우 쉬움,['두부 1/2모'],30
상추미소국,['국'],일본,메인요리,매우 쉬움,"['상추 4장', '미소된장 2큰술']",20
갈치채소말이조림,['조림'],일본,메인요리,매우 쉬움,"['갈치 100g', '단호박 30g', '새우 50g', '표고버섯 20g']",20
고등어두부말이조림,['조림'],일본,메인요리,매우 쉬움,['고등어 150g'],30
도미조림,['조림'],일본,메인요리,매우 쉬움,['도미 1마리'],62
삼치조림구이,['조림'],일본,메인요리,매우 쉬움,['삼치 1마리'],31
일본식닭조림,['조림'],일본,메인요리,매우 쉬움,['닭 1마리'],30
가리비꼬치구이,['구이'],일본,메인요리,매우 쉬움,['가리비 4개'],30
갈치노끈소금구이,['구이'],일본,메인요리,매우 쉬움,['갈치살 150g'],30
굴비기노메야끼,['구이'],일본,메인요리,매우 쉬움,['굴비 150g'],30
데리야끼소스에 절인 관자,['구이'],일본,메인요리,매우 쉬움,['관자 3개'],30
삼치양념구이,['구이'],일본,메인요리,쉬움,['삼치 6도막'],60
새우우니야끼(새우성게구이),['구이'],일본,메인요리,매우 쉬움,"['새우 100g', '성게알 20g']",30
콘마요네즈버터구이,['구이'],일본,메인요리,매우 쉬움,['스위트콘 1캔'],30
갈치카레튀김,"['튀김', '커틀릿']",일본,메인요리,매우 쉬움,['갈치 1/2마리'],60
고등어카레튀김,"['튀김', '커틀릿']",일본,메인요리,매우 쉬움,['고등어 1마리'],30
덴까스우동,"['튀김', '커틀릿']",일본,메인요리,매우 쉬움,"['우동 200g', '새우 2마리', '고구마 2쪽', '쑥갓 2줄기', '생선살 2쪽', '오징어 2쪽', '가쓰오브시 약간']",30
모듬튀김,"['튀김', '커틀릿']",일본,메인요리,매우 쉬움,"['새우 4마리', '오징어 1/4마리', '생선살 30g', '고구마 1/4쪽', '가지 1/4쪽', '쑥갓 1줄기']",30
생선커틀릿,"['튀김', '커틀릿']",일본,메인요리,매우 쉬움,['흰살생선 400g'],60
일식계란찜,['찜'],일본,메인요리,매우 쉬움,['계란 2개'],20
치킨감자롤,['찜'],일본,메인요리,쉬움,"['닭 100g', '감자 3개', '계란 2개']",60
곤약소박이,"['나물', '생채', '샐러드']",일본,메인요리,매우 쉬움,"['곤약 1모', '쇠고기 100g', '계란 2개', '당근 1/2개', '오이 1/2개']",20
문어초회,"['나물', '생채', '샐러드']",일본,메인요리,매우 쉬움,"['문어(삶은것) 50g', '해파리 20g', '빨간무즙(아카오로시) 약간']",20
해초무침,"['나물', '생채', '샐러드']",일본,반찬,매우 쉬움,"['해초 60g', '미역 30g']",20
곤약무침,"['밑반찬', '김치']",일본,반찬,매우 쉬움,['곤약 1팩'],30
일본식도시락,"['밑반찬', '김치']",일본,메인요리,쉬움,"['닭다리(1인분80g) 160g', '계란 10개', '흰살생선 5쪽', '우엉(연근) 4쪽', '어묵(가마보꼬) 3쪽', '단호박 15g', '깻잎 1장']",60
